GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons Math,org.apache.commons.math.linear,SparseFieldVector,304,729,34,58,68,171,37,54,12,33
Commons Math,org.apache.commons.math.linear,SingularValueDecomposition.new DefaultRealMatrixPreservingVisitor() {...},0,23,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math.linear,FieldLUDecomposition.Solver,11,530,2,52,2,79,2,31,0,6
Commons Math,org.apache.commons.math.stat.descriptive.rank,Median,4,4,0,0,2,2,1,1,1,1
Commons Math,org.apache.commons.math.stat.descriptive.rank,Percentile,64,488,8,60,16,109,10,41,3,14
Commons Math,org.apache.commons.math.stat.descriptive.rank,Min,6,107,0,12,3,29,1,14,1,8
Commons Math,org.apache.commons.math.stat.descriptive.rank,Max,6,107,0,12,3,29,1,14,1,8
Commons Math,org.apache.commons.math.geometry.euclidean.oned,OrientedPoint,15,48,2,4,4,10,4,8,3,6
Commons Math,org.apache.commons.math.geometry.euclidean.oned,Euclidean1D.LazyHolder,6,0,0,0,1,0,1,0,1,0
Commons Math,org.apache.commons.math.geometry.euclidean.oned,Vector1D,311,35,16,0,64,9,39,3,31,3
Commons Math,org.apache.commons.math.geometry.euclidean.oned,Vector1DFormat,92,0,4,0,23,0,11,0,9,0
Commons Math,org.apache.commons.math.geometry.euclidean.oned,SubOrientedPoint,2,55,0,6,1,9,1,7,1,4
Commons Math,org.apache.commons.math.geometry.euclidean.oned,Euclidean1D,18,0,0,0,4,0,4,0,4,0
Commons Math,org.apache.commons.math.geometry.euclidean.oned,IntervalsSet,32,332,9,35,5,62,8,25,1,10
Commons Math,org.apache.commons.math.geometry.euclidean.oned,Interval,0,29,0,0,0,8,0,5,0,5
Commons Math,org.apache.commons.math.analysis.solvers,RegulaFalsiSolver,18,5,0,0,6,2,3,1,3,1
Commons Math,org.apache.commons.math.analysis.solvers,MullerSolver2,19,238,5,15,6,49,6,8,1,3
Commons Math,org.apache.commons.math.analysis.solvers,IllinoisSolver,18,5,0,0,6,2,3,1,3,1
Commons Math,org.apache.commons.math.analysis.solvers,BaseAbstractUnivariateRealSolver,4,150,0,0,1,44,1,21,1,21
Commons Math,org.apache.commons.math.analysis.solvers,BaseSecantSolver,12,262,3,45,3,65,3,33,0,7
Commons Math,org.apache.commons.math.analysis.solvers,AbstractDifferentiableUnivariateRealSolver,6,23,0,0,2,7,1,3,1,3
Commons Math,org.apache.commons.math.analysis.solvers,AllowedSolution,0,54,0,0,0,6,0,1,0,1
Commons Math,org.apache.commons.math.analysis.solvers,LaguerreSolver.ComplexSolver,139,223,18,12,25,49,13,6,1,3
Commons Math,org.apache.commons.math.analysis.solvers,BrentSolver,6,344,1,39,2,83,2,24,1,5
Commons Math,org.apache.commons.math.analysis.solvers,NewtonSolver,0,46,0,2,0,12,0,5,0,4
Commons Math,org.apache.commons.math.analysis.solvers,AbstractUnivariateRealSolver,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math.analysis.solvers,UnivariateRealSolverUtils,153,287,21,41,30,56,15,27,0,11
Commons Math,org.apache.commons.math.analysis.solvers,BisectionSolver,5,57,0,4,2,17,1,5,1,3
Commons Math,org.apache.commons.math.analysis.solvers,MullerSolver,11,320,5,31,5,59,6,17,1,4
Commons Math,org.apache.commons.math.analysis.solvers,SecantSolver,11,93,1,9,5,26,3,6,2,2
Commons Math,org.apache.commons.math.analysis.solvers,PegasusSolver,5,18,0,0,2,6,1,3,1,3
Commons Math,org.apache.commons.math.analysis.solvers,BracketingNthOrderBrentSolver,5,662,1,65,1,131,1,43,0,9
Commons Math,org.apache.commons.math.analysis.solvers,BaseSecantSolver.Method,0,34,0,0,0,4,0,1,0,1
Commons Math,org.apache.commons.math.analysis.solvers,RiddersSolver,13,166,4,12,6,46,5,7,1,3
Commons Math,org.apache.commons.math.analysis.solvers,AbstractPolynomialSolver,11,19,0,0,4,6,2,3,2,3
Commons Math,org.apache.commons.math.analysis.solvers,LaguerreSolver,64,144,8,10,14,29,8,7,2,4
Commons Math,org.apache.commons.math.stat.descriptive,AggregateSummaryStatistics.AggregatingSummaryStatistics,36,22,8,0,8,8,6,2,2,2
Commons Math,org.apache.commons.math.stat.descriptive,MultivariateSummaryStatistics,0,740,8,36,0,145,8,50,0,36
Commons Math,org.apache.commons.math.stat.descriptive,DescriptiveStatistics,142,686,3,19,18,138,4,57,2,48
Commons Math,org.apache.commons.math.stat.descriptive,SummaryStatistics,176,751,18,40,38,154,23,45,5,34
Commons Math,org.apache.commons.math.stat.descriptive,StatisticalSummaryValues,0,225,5,11,0,45,5,14,0,11
Commons Math,org.apache.commons.math.stat.descriptive,AbstractStorelessUnivariateStatistic,7,111,2,16,1,24,2,14,0,7
Commons Math,org.apache.commons.math.stat.descriptive,SynchronizedDescriptiveStatistics,6,73,0,0,3,28,1,14,1,14
Commons Math,org.apache.commons.math.stat.descriptive,AggregateSummaryStatistics,75,259,9,15,14,57,14,15,5,12
Commons Math,org.apache.commons.math.stat.descriptive,AbstractUnivariateStatistic,68,182,7,27,8,34,9,19,3,8
Commons Math,org.apache.commons.math.stat.descriptive,SynchronizedSummaryStatistics,75,71,0,0,30,28,14,22,14,22
Commons Math,org.apache.commons.math.stat.descriptive,SynchronizedMultivariateSummaryStatistics,0,104,0,0,0,41,0,31,0,31
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils,0,63,0,0,0,11,0,11,0,11
Commons Math,org.apache.commons.math.analysis,FunctionUtils.4.new UnivariateFunction() {...},0,38,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.6.new UnivariateFunction() {...},0,56,0,6,0,9,0,5,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},27,11,2,0,4,2,2,2,1,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new UnivariateFunction() {...},0,24,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.2.new UnivariateFunction() {...},0,42,0,2,0,7,0,3,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},27,11,2,0,4,2,2,2,1,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new MultivariateFunction() {...},0,45,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new UnivariateFunction() {...},0,27,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},0,32,0,2,0,6,0,4,0,3
Commons Math,org.apache.commons.math.stat.descriptive.moment,GeometricMean,22,91,1,3,6,29,3,12,2,11
Commons Math,org.apache.commons.math.stat.descriptive.moment,ThirdMoment,0,109,0,2,0,29,0,8,0,7
Commons Math,org.apache.commons.math.stat.descriptive.moment,FourthMoment,6,107,0,2,3,26,1,7,1,6
Commons Math,org.apache.commons.math.stat.descriptive.moment,SemiVariance.Direction,0,37,0,0,0,7,0,3,0,3
Commons Math,org.apache.commons.math.stat.descriptive.moment,VectorialMean,22,103,4,12,7,20,5,9,1,5
Commons Math,org.apache.commons.math.stat.descriptive.moment,VectorialCovariance,60,214,9,19,13,39,9,12,1,6
Commons Math,org.apache.commons.math.stat.descriptive.moment,SecondMoment,8,67,0,2,3,20,1,7,1,6
Commons Math,org.apache.commons.math.stat.descriptive.moment,SemiVariance,91,158,0,14,23,35,9,16,9,9
Commons Math,org.apache.commons.math.stat.descriptive.moment,FirstMoment,6,106,0,2,3,32,1,8,1,7
Commons Math,org.apache.commons.math.stat.descriptive.moment,Mean,8,181,3,9,4,43,4,14,1,11
Commons Math,org.apache.commons.math.stat.descriptive.moment,Kurtosis,16,247,3,13,5,48,4,14,1,9
Commons Math,org.apache.commons.math.stat.descriptive.moment,StandardDeviation,41,96,0,0,9,28,5,12,5,12
Commons Math,org.apache.commons.math.stat.descriptive.moment,Variance,53,435,14,32,10,101,17,27,3,18
Commons Math,org.apache.commons.math.stat.descriptive.moment,Skewness,9,237,2,14,3,52,3,15,1,9
Commons Math,org.apache.commons.math.optimization,LeastSquaresConverter,25,175,3,15,3,35,3,10,0,4
Commons Math,org.apache.commons.math.optimization,MultiStartDifferentiableMultivariateVectorialOptimizer,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.optimization,MultiStartDifferentiableMultivariateRealOptimizer,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.optimization,SimpleScalarValueChecker,0,41,0,4,0,9,0,5,0,3
Commons Math,org.apache.commons.math.optimization,SimpleRealPointChecker,3,54,1,5,1,11,2,4,1,2
Commons Math,org.apache.commons.math.optimization,BaseMultiStartMultivariateVectorialOptimizer.new Comparator() {...},3,64,2,6,1,11,2,5,0,3
Commons Math,org.apache.commons.math.optimization,GoalType,0,24,0,0,0,3,0,1,0,1
Commons Math,org.apache.commons.math.optimization,SimpleVectorialPointChecker,57,0,6,0,14,0,6,0,3,0
Commons Math,org.apache.commons.math.optimization,MultiStartMultivariateRealOptimizer,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.optimization,RealPointValuePair,12,38,5,3,1,12,4,5,0,5
Commons Math,org.apache.commons.math.optimization,BaseMultiStartMultivariateRealOptimizer.new Comparator() {...},11,28,5,3,2,7,4,2,0,2
Commons Math,org.apache.commons.math.optimization,BaseMultiStartMultivariateRealOptimizer,31,105,5,9,8,25,6,8,1,6
Commons Math,org.apache.commons.math.optimization,VectorialPointValuePair,37,39,12,4,8,8,9,5,1,5
Commons Math,org.apache.commons.math.optimization,SimpleVectorialValueChecker,0,57,0,6,0,14,0,6,0,3
Commons Math,org.apache.commons.math.optimization,AbstractConvergenceChecker,0,24,0,0,0,10,0,4,0,4
Commons Math,org.apache.commons.math.optimization,BaseMultiStartMultivariateVectorialOptimizer,21,125,3,11,5,30,4,10,1,6
Commons Math,org.apache.commons.math.stat.correlation,PearsonsCorrelation,15,382,3,27,2,75,3,25,0,13
Commons Math,org.apache.commons.math.stat.correlation,StorelessCovariance,73,147,5,13,11,30,7,12,4,6
Commons Math,org.apache.commons.math.stat.correlation,Covariance,37,230,3,13,7,46,6,16,3,11
Commons Math,org.apache.commons.math.stat.correlation,SpearmansCorrelation,20,121,1,5,3,27,2,10,1,8
Commons Math,org.apache.commons.math.stat.correlation,StorelessBivariateCovariance,27,124,2,2,4,22,3,4,1,4
Commons Math,org.apache.commons.math.ode.events,EventHandler.Action,0,44,0,0,0,5,0,1,0,1
Commons Math,org.apache.commons.math.ode.events,EventState,51,450,11,47,8,92,13,27,3,8
Commons Math,org.apache.commons.math.ode.events,EventState.new UnivariateFunction() {...},0,22,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,SplineInterpolator,0,330,0,12,0,38,0,8,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,TricubicSplineInterpolatingFunction,68,17988,10,70,6,97,10,35,0,5
Commons Math,org.apache.commons.math.analysis.interpolation,LoessInterpolator,33,544,4,48,6,110,6,30,2,8
Commons Math,org.apache.commons.math.analysis.interpolation,MicrosphereInterpolatingFunction.MicrosphereSurfaceElement,0,37,0,2,0,13,0,7,0,6
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction,28,316,9,21,6,50,9,15,0,9
Commons Math,org.apache.commons.math.analysis.interpolation,UnivariateRealPeriodicInterpolator.new UnivariateFunction() {...},0,23,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolator,8,234,3,25,3,39,4,14,1,3
Commons Math,org.apache.commons.math.analysis.interpolation,TricubicSplineInterpolator,4,576,4,50,1,78,4,27,0,4
Commons Math,org.apache.commons.math.analysis.interpolation,NevilleInterpolator,0,9,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineInterpolator,4,299,3,31,1,44,3,18,0,4
Commons Math,org.apache.commons.math.analysis.interpolation,UnivariateRealPeriodicInterpolator,0,165,0,6,0,28,0,6,0,3
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,67,0,0,0,7,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,67,0,0,0,7,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,63,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,63,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,63,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,TricubicSplineFunction,30,202,6,18,3,25,6,8,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,LinearInterpolator,0,108,0,8,0,18,0,6,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,DividedDifferenceInterpolator,0,100,0,4,0,17,0,5,0,3
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineInterpolatingFunction,100,1740,10,42,9,80,12,26,2,10
Commons Math,org.apache.commons.math.analysis.interpolation,MicrosphereInterpolatingFunction,32,220,8,22,6,42,8,10,0,3
Commons Math,org.apache.commons.math.analysis.interpolation,MicrosphereInterpolator,12,37,2,2,2,10,2,3,0,3
Commons Math,org.apache.commons.math.stat.ranking,TiesStrategy,0,54,0,0,0,6,0,1,0,1
Commons Math,org.apache.commons.math.stat.ranking,NaturalRanking.IntDoublePair,0,21,0,0,0,7,0,4,0,4
Commons Math,org.apache.commons.math.stat.ranking,NaNStrategy,0,44,0,0,0,5,0,1,0,1
Commons Math,org.apache.commons.math.stat.ranking,NaturalRanking,29,512,2,51,9,119,5,42,3,14
Commons Math,org.apache.commons.math.geometry.euclidean.twod,Vector2DFormat,100,0,4,0,23,0,11,0,9,0
Commons Math,org.apache.commons.math.geometry.euclidean.twod,PolygonsSet.SegmentsBuilder,4,105,2,10,0,25,2,10,0,6
Commons Math,org.apache.commons.math.geometry.euclidean.twod,Line,86,407,3,13,20,57,7,27,5,21
Commons Math,org.apache.commons.math.geometry.euclidean.twod,Euclidean2D,8,0,0,0,4,0,4,0,4,0
Commons Math,org.apache.commons.math.geometry.euclidean.twod,PolygonsSet,262,365,24,36,40,85,20,19,2,7
Commons Math,org.apache.commons.math.geometry.euclidean.twod,SubLine,0,349,0,32,0,59,0,25,0,9
Commons Math,org.apache.commons.math.geometry.euclidean.twod,NestedLoops,269,0,28,0,59,0,20,0,6,0
Commons Math,org.apache.commons.math.geometry.euclidean.twod,Euclidean2D.LazyHolder,6,0,0,0,1,0,1,0,1,0
Commons Math,org.apache.commons.math.geometry.euclidean.twod,PolygonsSet.ComparableSegment,49,58,7,1,8,8,6,3,2,3
Commons Math,org.apache.commons.math.geometry.euclidean.twod,Line.LineTransform,7,225,1,1,1,30,1,4,0,4
Commons Math,org.apache.commons.math.geometry.euclidean.twod,Vector2D,502,64,26,0,75,14,45,5,32,5
Commons Math,org.apache.commons.math.geometry.euclidean.twod,Segment,0,21,0,0,0,8,0,4,0,4
